,CustomerID,recency_days,frequency,monetary_funds,avg_order_value,avg_basket_size,total_quantity,unique_products,unique_invoices,tenure_days,most_common_hour,most_common_weekday,last_purchase_month
38,12405,86,1,1710.39,31.673888888888897,15.87037037037037,857,54,1,0,8,3,7
39,12406,121,1,1621.25,33.08673469387755,16.183673469387756,793,48,1,0,10,3,6
40,12407,72,4,1407.36,21.99,19.328125,1237,50,4,130,9,2,7
41,12408,36,4,2134.05,26.025000000000002,12.731707317073171,1044,67,4,161,10,4,9
42,12409,16,3,11072.67,101.58412844036697,50.92660550458716,5551,91,3,103,12,4,9
43,12410,246,2,693.33,26.666538461538458,8.115384615384615,211,26,2,0,10,4,2
44,12412,12,3,1226.88,20.1127868852459,13.59016393442623,829,43,3,94,13,0,9
45,12413,4,3,758.1,19.95,7.526315789473684,286,29,3,270,16,3,10
46,12414,155,3,562.4100000000001,31.244999999999997,16.666666666666668,300,16,3,93,14,2,5
47,12415,3,17,118559.65,173.58660322108344,108.22254758418741,73916,431,17,272,13,2,10
48,12417,44,7,2816.52,19.03054054054054,8.304054054054054,1229,132,7,250,10,3,8
49,12418,50,1,668.58,19.664117647058823,11.970588235294118,407,34,1,0,11,4,8
50,12420,1,1,600.39,20.703103448275865,11.89655172413793,345,29,1,0,8,4,10
51,12421,52,3,628.5600000000001,17.459999999999997,11.305555555555555,407,25,3,204,13,6,8
52,12422,33,3,803.5600000000001,20.60410256410256,9.487179487179487,370,39,3,229,9,4,9
53,12423,38,7,1650.67,15.283981481481483,10.518518518518519,1136,86,7,252,10,0,8
54,12424,100,2,1760.96,58.698666666666654,24.666666666666668,740,30,2,0,12,3,6
55,12425,16,1,777.2,21.58888888888889,13.777777777777779,496,36,1,0,17,3,9
56,12426,132,1,582.73,19.424333333333333,8.6,258,30,1,0,12,6,5
57,12427,309,1,303.5,30.35,7.9,79,10,1,0,10,4,12
58,12428,58,8,7548.12,27.0541935483871,12.136200716845877,3386,252,8,163,9,1,8
59,12429,110,3,2844.88,40.64114285714286,14.928571428571429,1045,62,3,193,12,0,6
60,12431,2,13,5553.33,25.591382488479262,10.940092165898617,2374,152,13,308,14,3,10
61,12432,108,3,4016.66,52.850789473684216,18.776315789473685,1427,75,3,1,13,0,6
62,12433,29,3,6395.2300000000005,28.04925438596491,23.82017543859649,5431,151,3,282,13,2,9
63,12434,22,2,806.14,16.122799999999998,7.88,394,46,2,175,12,4,9
64,12435,17,2,7829.89,217.49694444444447,57.083333333333336,2055,31,2,188,7,3,9
65,12436,37,1,509.01,31.813125,13.1875,211,16,1,0,12,3,9
66,12437,16,12,3034.0099999999998,27.089375,17.589285714285715,1970,66,12,253,16,2,9
67,12438,78,1,890.0699999999999,18.16469387755102,11.959183673469388,586,49,1,0,13,4,7
68,12441,304,1,173.55,15.77727272727273,11.0,121,11,1,0,10,2,12
69,12444,23,3,3189.81,25.51848,6.624,828,107,3,85,14,1,9
70,12447,181,1,476.49,18.326538461538462,7.3076923076923075,190,26,1,0,13,6,4
71,12449,29,3,2724.58,20.640757575757576,7.795454545454546,1029,84,3,95,9,6,9
72,12450,94,2,197.88,24.735,16.0,128,7,2,17,14,6,7
73,12451,3,3,7847.38,26.601288135593222,19.508474576271187,5755,221,3,259,9,2,10
74,12453,72,1,707.09,16.443953488372095,11.0,473,43,1,0,14,3,7
75,12455,11,6,2466.86,27.409555555555553,23.211111111111112,2089,85,6,223,9,2,9
76,12456,69,2,2265.4,26.34186046511628,12.476744186046512,1073,77,2,123,15,6,7
77,12457,4,7,2363.23,37.511587301587305,13.396825396825397,844,53,7,172,15,2,10
78,12458,9,2,947.4,24.931578947368422,13.31578947368421,506,35,2,213,10,0,9
79,12461,32,2,826.88,23.62514285714286,8.2,287,35,2,60,10,4,9
80,12462,241,1,762.11,19.05275,7.175,287,40,1,0,14,2,2
81,12463,113,3,985.7900000000001,16.16049180327869,9.459016393442623,577,51,3,66,14,1,6
82,12464,44,6,780.55,37.16904761904762,3.857142857142857,81,6,6,203,13,3,8
83,12465,107,1,440.94,16.959230769230768,11.307692307692308,294,26,1,0,13,3,6
84,12468,125,2,729.54,19.198421052631577,9.631578947368421,366,36,2,128,11,6,6
85,12471,3,23,14165.539999999999,44.545723270440256,17.871069182389938,5683,118,23,299,12,4,10
86,12472,76,5,4927.6,19.78955823293173,12.401606425702811,3088,180,5,230,14,6,7
87,12473,52,2,1186.25,18.25,13.507692307692308,878,60,2,77,10,2,8
88,12474,36,13,4362.06,17.660161943319835,11.327935222672064,2798,153,13,231,10,4,9
89,12476,22,7,3725.27,28.655923076923077,10.13076923076923,1317,96,7,276,10,1,9
90,12477,1,4,9893.27,44.36443946188341,12.84304932735426,2864,167,4,237,9,2,10
91,12480,81,3,2144.95,18.815350877192984,9.614035087719298,1096,97,3,192,15,4,7
92,12481,3,9,5409.52,26.387902439024394,15.370731707317074,3151,142,9,299,10,0,10
93,12483,36,6,1624.06,30.642641509433965,14.943396226415095,792,38,6,240,11,2,9
94,12484,38,4,3663.15,12.989893617021275,6.592198581560283,1859,222,4,235,13,6,8
95,12488,13,1,553.39,26.351904761904763,8.047619047619047,169,21,1,0,10,6,9
96,12489,274,1,334.93,22.328666666666667,7.0,105,15,1,0,13,4,1
97,12490,31,6,3552.59,21.530848484848487,12.181818181818182,2010,102,6,236,9,2,9
98,12492,1,2,263.21000000000004,13.160499999999999,9.6,192,19,2,42,15,4,10
99,12493,103,2,433.74,19.715454545454545,9.409090909090908,207,20,2,31,14,3,6
100,12494,99,5,868.86,17.036470588235293,7.137254901960785,364,42,5,204,13,4,7
101,12497,19,1,1043.1,74.50714285714285,88.28571428571429,1236,14,1,0,12,0,9
102,12500,2,7,1924.09,49.33564102564103,33.8974358974359,1322,25,7,268,9,3,10
103,12501,274,1,2169.39,14.559664429530203,11.966442953020135,1783,149,1,0,12,4,1
104,12502,33,5,3723.87,25.332448979591835,5.578231292517007,820,102,5,214,11,3,9
105,12506,170,1,73.5,3.195652173913044,1.0,23,23,1,0,8,3,4
106,12507,72,3,1304.81,59.30954545454545,41.13636363636363,905,19,3,164,9,0,7
107,12509,222,1,176.5,25.214285714285715,7.857142857142857,55,7,1,0,14,0,2
108,12510,80,2,982.5699999999999,29.774848484848484,10.696969696969697,353,29,2,182,14,1,7
109,12512,4,2,138.03,4.059705882352941,2.911764705882353,99,31,2,0,14,1,10
110,12513,50,1,612.29,17.494000000000003,13.2,462,35,1,0,10,4,8
111,12514,205,1,1017.6800000000001,19.95450980392157,8.627450980392156,440,51,1,0,16,3,3
112,12515,291,1,383.7,23.981250000000003,8.1875,131,16,1,0,15,1,12
113,12516,15,2,1312.06,50.46384615384615,33.65384615384615,875,20,2,102,9,4,9
114,12517,11,3,1955.9,9.448792270531401,5.0772946859903385,1051,181,3,116,15,3,9
115,12518,15,2,849.73,16.661372549019607,9.450980392156863,482,46,2,33,15,4,9
116,12519,1,1,340.84000000000003,18.935555555555556,10.166666666666666,183,17,1,0,9,4,10
117,12520,17,5,2634.26,17.330657894736845,9.467105263157896,1439,121,5,194,11,4,9
118,12521,80,1,599.68,15.781052631578946,8.131578947368421,309,38,1,0,10,2,7
119,12523,2,9,1299.13,16.4446835443038,8.253164556962025,652,64,9,267,10,2,10
120,12524,1,7,4177.92,29.842285714285715,25.635714285714286,3589,111,7,270,13,3,10
121,12526,32,1,520.3,17.941379310344825,10.96551724137931,318,29,1,0,14,1,9
122,12527,19,3,348.71000000000004,19.37277777777778,13.0,234,18,3,243,12,1,9
123,12528,1,5,1561.8799999999999,19.523500000000002,7.5625,605,47,5,249,9,0,10
124,12530,61,3,1221.65,26.55760869565217,13.043478260869565,600,39,3,213,10,0,8
125,12534,68,1,1089.18,17.28857142857143,10.333333333333334,651,63,1,0,10,0,8
126,12535,29,2,716.35,21.069117647058825,6.4411764705882355,219,28,2,94,12,0,9
127,12539,200,3,4517.69,19.64213043478261,7.047826086956522,1621,125,3,71,9,0,3
128,12540,1,14,10918.79,28.287020725388604,13.787564766839377,5322,231,14,297,10,0,10
129,12541,111,2,536.14,19.14785714285714,14.964285714285714,419,27,2,107,9,4,6
130,12545,13,2,1000.39,20.0078,10.46,523,42,2,184,12,4,9
131,12546,15,1,760.2,16.893333333333338,10.555555555555555,475,45,1,0,9,4,9
132,12547,135,2,207.8,25.975,16.75,134,7,2,82,12,4,5
133,12548,104,1,95.19999999999999,19.04,9.8,49,5,1,0,15,6,6
134,12550,17,1,964.83,16.92684210526316,9.982456140350877,569,57,1,0,14,2,9
135,12551,295,1,168.0,16.8,10.0,100,10,1,0,11,4,12
136,12553,48,7,2419.59,17.922888888888888,10.007407407407408,1351,81,7,219,10,4,8
137,12556,89,1,312.9,4.670149253731343,2.4776119402985075,166,60,1,0,13,0,7
138,12557,96,4,9000.960000000001,310.37793103448274,119.44827586206897,3464,15,4,213,13,0,7
139,12559,248,2,561.71,26.748095238095235,13.476190476190476,283,21,2,8,10,0,2
140,12560,50,2,1436.31,18.653376623376626,10.64935064935065,820,77,2,30,15,1,8
141,12561,240,1,238.85,14.928125,11.0625,177,16,1,0,11,3,2
142,12562,19,4,1993.8700000000001,20.140101010101013,10.171717171717171,1007,64,4,116,8,4,9
143,12564,199,1,456.90000000000003,21.75714285714286,6.333333333333333,133,21,1,0,14,2,3
144,12565,226,1,145.92000000000002,16.213333333333335,8.88888888888889,80,9,1,0,10,3,2
145,12566,24,1,351.65,18.507894736842104,13.947368421052632,265,19,1,0,14,2,9
146,12567,34,9,7849.9800000000005,21.506794520547945,9.67945205479452,3533,271,9,273,11,6,9
147,12569,2,17,2565.48,23.75444444444444,10.333333333333334,1116,61,17,188,9,3,10
148,12571,59,1,248.35,17.739285714285714,14.071428571428571,197,14,1,0,12,2,8
149,12573,165,1,160.54000000000002,5.7335714285714285,3.0,84,26,1,0,15,1,4
150,12574,253,1,218.45000000000002,19.85909090909091,5.545454545454546,61,11,1,0,9,4,1
151,12576,33,4,936.5500000000001,15.105645161290324,10.725806451612904,665,54,4,208,10,1,9
152,12577,297,1,195.89,2.923731343283582,2.0,134,67,1,0,16,2,12
153,12578,268,1,1608.66,22.980857142857143,10.685714285714285,748,70,1,0,15,3,1
154,12579,16,1,440.42,15.186896551724136,9.827586206896552,285,29,1,0,17,3,9
155,12580,184,1,415.7,17.320833333333336,9.916666666666666,238,24,1,0,10,3,4
156,12582,176,2,511.36,23.24363636363636,13.636363636363637,300,21,2,49,11,3,4
157,12583,8,11,5100.24,28.0232967032967,21.51098901098901,3915,97,11,303,12,4,9
158,12584,18,5,1062.39,21.681428571428572,3.795918367346939,186,32,5,199,13,1,9
159,12585,172,2,2040.1,23.44942528735632,14.701149425287356,1279,77,2,117,12,3,4
160,12589,82,1,131.5,13.15,8.3,83,10,1,0,12,0,7
161,12590,149,2,9864.26,145.06264705882353,62.98529411764706,4283,68,2,0,14,3,5
162,12591,255,1,452.84999999999997,17.417307692307695,8.76923076923077,228,26,1,0,14,2,1
163,12592,30,2,437.6,24.311111111111114,16.11111111111111,290,11,2,121,13,1,9
164,12593,46,3,418.1,19.909523809523805,9.80952380952381,206,14,3,110,9,3,8
165,12594,59,8,2529.9,27.203225806451613,15.483870967741936,1440,46,8,201,14,1,8
166,12596,180,1,269.95,17.996666666666666,10.4,156,15,1,0,13,0,4
167,12597,121,2,1428.81,18.318076923076923,8.653846153846153,675,72,2,85,16,3,6
168,12598,9,5,1946.14,24.02641975308642,15.54320987654321,1259,54,5,213,11,0,9
169,12599,64,6,857.04,17.855,15.604166666666666,749,25,6,177,13,1,8
170,12600,22,9,2219.46,40.35381818181819,11.145454545454545,613,28,9,287,9,4,9
171,12601,127,5,577.0600000000001,20.609285714285715,8.75,245,21,5,142,10,3,6
172,12604,17,2,254.18,15.886249999999999,12.5625,201,15,2,182,12,2,9
173,12609,16,3,1126.85,18.780833333333337,10.8,648,57,3,240,15,0,9
174,12610,44,2,1256.25,17.447916666666668,8.680555555555555,625,68,2,19,13,4,8
175,12612,12,1,704.04,37.054736842105264,13.789473684210526,262,19,1,0,15,0,9
176,12613,135,4,1462.52,19.76378378378378,10.256756756756756,759,65,4,64,15,1,5
177,12614,215,1,315.6,15.779999999999998,3.8,76,20,1,0,10,0,3
178,12615,9,2,1211.39,20.189833333333336,12.516666666666667,751,52,2,96,13,4,9
179,12616,33,2,713.3,22.290625,8.875,284,25,2,202,15,0,9
180,12619,15,7,2760.38,46.786101694915246,40.59322033898305,2395,37,7,175,13,3,9
181,12620,18,2,939.32,16.479298245614036,12.982456140350877,740,56,2,123,12,3,9
182,12621,19,17,11260.64,30.352129380053906,15.765498652291106,5849,211,17,284,12,0,9
183,12622,170,1,180.1,16.372727272727275,6.2727272727272725,69,11,1,0,16,3,4
184,12623,214,1,305.1,16.950000000000003,10.61111111111111,191,18,1,0,13,1,3
185,12624,44,2,641.13,16.87184210526316,9.342105263157896,355,36,2,71,12,2,8
186,12625,149,2,2683.82,31.207209302325584,18.74418604651163,1612,73,2,107,13,0,5
187,12626,2,7,6151.55,22.953544776119404,11.914179104477611,3193,214,7,262,11,3,10
188,12627,2,6,3911.55,19.460447761194033,12.154228855721392,2443,143,6,76,15,3,10
189,12628,2,1,333.64,19.625882352941176,11.470588235294118,195,17,1,0,9,3,10
190,12633,67,3,1948.75,22.65988372093023,12.418604651162791,1068,66,3,158,10,4,8
191,12635,27,2,1689.18,16.724554455445546,11.603960396039604,1172,96,2,65,11,6,9
192,12637,5,8,6021.9,15.440769230769229,7.697435897435898,3002,205,8,256,15,0,10
193,12639,176,1,486.1,22.095454545454547,9.136363636363637,201,22,1,0,12,4,4
194,12640,19,1,764.59,18.20452380952381,5.857142857142857,246,42,1,0,12,0,9
195,12641,53,1,185.9,18.59,7.2,72,10,1,0,13,1,8
196,12642,45,1,366.45,15.268749999999999,11.541666666666666,277,24,1,0,9,2,8
197,12643,66,6,3344.64,139.35999999999999,75.33333333333333,1808,11,6,204,12,1,8
198,12644,67,1,477.90999999999997,15.416451612903225,10.483870967741936,325,31,1,0,10,1,8
199,12645,47,3,1310.8600000000001,22.21796610169492,13.983050847457626,825,52,3,206,12,0,8
200,12647,16,11,3401.67,29.579739130434778,11.304347826086957,1300,78,11,291,13,6,9
201,12648,92,1,318.05,15.145238095238094,7.619047619047619,160,21,1,0,11,4,7
202,12649,45,3,623.51,20.113225806451613,18.903225806451612,586,28,3,105,14,2,8
203,12651,272,1,114.0,12.666666666666666,8.666666666666666,78,9,1,0,12,6,1
204,12652,269,1,919.98,19.16625,10.520833333333334,505,48,1,0,15,2,1
205,12653,86,2,2209.85,51.391860465116274,21.372093023255815,919,37,2,147,10,3,7
206,12654,135,3,337.75,15.352272727272727,6.863636363636363,151,19,3,97,10,3,5
207,12656,10,4,3465.42,35.361428571428576,15.795918367346939,1548,71,4,161,11,2,9
208,12657,16,1,618.44,22.087142857142855,9.25,259,28,1,0,11,3,9
209,12662,45,7,2653.66,16.90229299363057,8.9171974522293,1400,96,7,266,13,1,8
210,12664,4,5,2587.08,107.795,27.125,651,10,5,256,12,1,10
211,12665,262,1,63.0,21.0,12.333333333333334,37,3,1,0,8,2,1
212,12668,197,3,2924.4700000000003,23.776178861788622,10.845528455284553,1334,104,3,96,13,0,3
213,12669,88,3,2744.0299999999997,27.16861386138614,11.03960396039604,1115,98,3,105,10,0,7
214,12670,36,3,1634.47,28.18051724137931,13.120689655172415,761,40,3,133,9,4,9
215,12672,267,1,225.9,22.59,7.8,78,10,1,0,9,4,1
216,12673,264,1,220.9,9.604347826086956,7.434782608695652,171,23,1,0,11,0,1
217,12674,29,3,1402.0,23.76271186440678,13.338983050847459,787,42,3,116,9,4,9
218,12676,8,5,1149.73,31.073783783783785,16.2972972972973,603,26,5,240,15,1,9
219,12678,16,10,8680.5,84.27669902912619,55.16504854368932,5682,80,10,274,11,3,9
220,12679,25,3,1000.7,21.754347826086956,10.434782608695652,480,43,3,195,12,1,9
221,12680,11,3,613.36,16.5772972972973,9.135135135135135,338,29,3,39,15,3,9
222,12681,15,16,10657.12,20.814687499999998,11.51953125,5898,224,16,290,11,0,9
223,12682,19,22,8799.210000000001,22.67837628865979,9.981958762886597,3873,165,22,289,14,2,9
224,12683,30,12,6622.19,24.526629629629632,14.74074074074074,3980,164,12,272,15,3,9
225,12684,1,5,1627.24,23.583188405797102,21.144927536231883,1459,38,5,149,12,1,10
226,12685,13,3,1829.02,17.58673076923077,9.89423076923077,1029,90,3,18,10,3,9
227,12686,309,1,89.14,12.734285714285715,15.285714285714286,107,7,1,0,9,4,12
228,12688,51,1,4873.81,28.501812865497072,17.707602339181285,3028,171,1,0,8,3,8
229,12689,65,1,511.03000000000003,15.030294117647058,8.264705882352942,281,34,1,0,10,3,8
230,12690,143,1,389.01,24.313125,6.625,106,16,1,0,9,2,5
231,12691,83,4,556.3,26.490476190476187,9.428571428571429,198,16,4,212,14,0,7
232,12693,65,4,855.91,21.946410256410253,6.538461538461538,255,35,4,192,8,3,8
233,12694,8,2,869.67,23.504594594594593,13.756756756756756,509,32,2,112,17,3,9
234,12695,4,3,497.0,20.708333333333332,8.583333333333334,206,21,3,144,12,2,10
235,12697,69,2,733.91,25.30724137931034,12.379310344827585,359,27,2,37,15,3,7
236,12700,3,3,3625.24,17.181232227488152,10.739336492890995,2266,167,3,149,9,2,10
237,12701,17,2,797.71,15.051132075471699,12.79245283018868,678,50,2,162,10,2,9
238,12703,9,1,283.55,13.502380952380953,7.809523809523809,164,21,1,0,17,3,9
239,12704,16,4,1346.47,20.71492307692308,9.276923076923078,603,51,4,91,10,3,9
240,12705,15,5,5005.14,20.512868852459015,12.540983606557377,3060,191,5,279,14,4,9
241,12707,229,1,603.42,18.285454545454545,7.757575757575758,256,33,1,0,8,0,2
242,12708,10,8,2399.14,17.26,8.302158273381295,1154,81,8,296,10,0,9
243,12709,9,12,8055.62,49.42098159509202,19.484662576687118,3176,90,12,295,9,3,9
244,12710,34,3,1149.02,14.922337662337664,11.051948051948052,851,75,3,104,14,6,9
245,12712,44,11,3913.08,34.32526315789474,8.271929824561404,943,54,11,264,14,4,8
246,12714,44,4,3389.7,17.747120418848166,11.821989528795811,2258,167,4,187,9,3,8
247,12715,44,1,353.86,16.85047619047619,9.380952380952381,197,20,1,0,15,3,8
248,12716,71,1,677.9,15.064444444444442,11.177777777777777,503,45,1,0,13,4,7
249,12717,89,2,1030.98,18.74509090909091,9.2,506,49,2,94,10,4,7
250,12718,9,1,238.25,12.539473684210526,10.68421052631579,203,19,1,0,16,3,9
251,12719,3,1,283.6,15.755555555555556,9.0,162,18,1,0,14,2,10
252,12720,3,19,4314.1,15.574368231046932,12.945848375451263,3586,187,19,303,15,1,10
253,12721,17,5,2041.81,16.204841269841268,12.301587301587302,1550,106,5,275,17,3,9
254,12722,23,4,997.63,18.82320754716981,10.679245283018869,566,50,4,65,8,2,9
255,12723,3,2,299.40999999999997,8.316944444444445,5.277777777777778,190,35,2,0,15,2,10
256,12724,19,3,823.17,18.292666666666666,8.222222222222221,370,41,3,250,12,0,9
257,12725,309,1,427.8,17.825,6.833333333333333,164,24,1,0,15,4,12
258,12726,24,6,1824.6399999999999,20.734545454545454,27.045454545454547,2380,49,6,271,10,2,9
259,12727,33,6,3337.7,28.77327586206896,15.137931034482758,1756,91,6,224,11,2,9
260,12728,9,4,836.33,18.18108695652174,9.108695652173912,419,38,4,261,13,1,9
261,12729,51,1,453.01,17.42346153846154,8.961538461538462,233,26,1,0,11,3,8
262,12731,8,10,14894.65,63.11292372881356,30.546610169491526,7209,104,10,294,10,0,9
263,12732,117,1,236.26000000000002,19.688333333333336,9.25,111,12,1,0,11,0,6
264,12733,172,1,383.95,17.452272727272728,6.2272727272727275,137,22,1,0,16,1,4
265,12734,290,1,110.39999999999999,27.599999999999998,22.0,88,4,1,0,12,2,12
266,12735,253,2,779.5699999999999,18.129534883720932,8.55813953488372,368,38,2,21,14,3,1
267,12736,270,1,234.0,58.50000000000001,43.25,173,4,1,0,7,1,1
268,12738,310,1,155.35,14.122727272727273,13.454545454545455,148,11,1,0,18,3,12
269,12739,16,2,1013.04,26.658947368421053,12.789473684210526,486,38,2,20,17,3,9
270,12740,1,1,427.6,15.837037037037035,12.666666666666666,342,27,1,0,10,4,10
271,12743,72,2,546.43,4.0778358208955225,2.3805970149253732,319,114,2,0,16,3,7
272,12744,82,5,14211.970000000001,75.59558510638298,24.680851063829788,4640,163,5,173,11,1,7
273,12747,4,9,3444.78,40.526823529411764,12.588235294117647,1070,38,9,302,10,1,10
274,12748,1,145,20082.76,8.26111065405183,5.7227478403948995,13912,1317,145,309,12,4,10
275,12749,68,3,2755.23,21.525234375,8.4375,1080,113,3,82,12,0,8
276,12750,66,1,275.88,18.392,9.133333333333333,137,15,1,0,9,2,8
277,12752,19,1,4366.78,82.39207547169812,42.679245283018865,2262,53,1,0,13,0,9
278,12753,73,5,16620.91,100.1259638554217,55.48795180722892,9211,114,5,226,11,2,7
279,12754,173,3,3010.74,47.78952380952382,102.87301587301587,6481,49,3,72,10,4,4
280,12755,218,2,3811.9500000000003,952.9875,372.75,1491,4,2,85,12,4,3
281,12756,24,1,112.08,28.020000000000003,36.0,144,4,1,0,9,2,9
282,12757,2,9,7011.85,20.324202898550727,5.915942028985508,2041,231,9,146,14,3,10
283,12758,54,2,2791.59,28.779278350515465,22.010309278350515,2135,84,2,159,12,1,8
284,12759,109,2,1082.52,16.401818181818182,9.545454545454545,630,60,2,104,9,1,6
285,12763,76,2,494.08,27.44888888888889,17.555555555555557,316,16,2,230,15,6,7
286,12764,254,1,1693.88,37.64177777777778,8.577777777777778,386,45,1,0,10,3,1
287,12766,87,5,4952.1900000000005,21.81581497797357,10.991189427312776,2495,161,5,216,13,2,7
288,12769,176,1,1143.6,35.7375,11.125,356,32,1,0,10,4,4
289,12770,148,1,1351.45,112.62083333333332,61.916666666666664,743,12,1,0,9,4,5
290,12775,127,4,1164.68,22.397692307692303,14.23076923076923,740,36,4,121,7,4,6
291,12778,1,5,663.99,15.809285714285712,15.952380952380953,670,35,5,249,15,4,10
292,12779,127,7,2999.41,28.84048076923077,13.317307692307692,1385,68,7,181,12,1,6
293,12781,1,2,826.74,33.0696,26.84,671,25,2,221,8,0,10
294,12782,87,4,2078.67,23.355842696629214,10.764044943820224,958,73,4,207,10,2,7
295,12783,13,1,339.02,18.834444444444443,9.777777777777779,176,18,1,0,15,6,9
296,12785,302,1,311.95,22.282142857142855,9.357142857142858,131,14,1,0,13,4,12
297,12787,29,2,344.66,21.541249999999998,13.125,210,15,2,101,9,1,9
298,12789,3,1,91.85,22.962500000000002,1.0,4,4,1,0,13,2,10
299,12790,130,1,324.92,15.472380952380956,7.904761904761905,166,21,1,0,14,1,5
300,12791,311,1,192.60000000000002,96.30000000000001,48.5,97,2,1,0,11,2,12
301,12792,194,1,400.54,16.0216,8.68,217,25,1,0,11,0,3
302,12793,272,2,545.48,22.728333333333335,12.291666666666666,295,21,2,36,12,6,1
303,12794,36,1,317.0,15.849999999999998,11.35,227,20,1,0,12,4,9
304,12797,303,1,254.03,19.540769230769232,9.076923076923077,118,13,1,0,10,3,12
305,12798,108,1,1607.04,267.84,376.0,2256,6,1,0,10,2,6
306,12802,124,1,427.58,17.103199999999998,12.56,314,25,1,0,9,0,6
307,12808,122,2,281.35,17.584375,6.75,108,16,2,184,12,2,6
308,12809,115,1,489.31,19.572400000000002,8.8,220,25,1,0,10,2,6
309,12811,198,3,514.85,16.60806451612903,7.419354838709677,230,27,3,23,10,2,3
310,12814,39,1,125.92,62.96,24.5,49,2,1,0,12,1,8
311,12815,85,2,1063.46,22.6268085106383,8.063829787234043,379,38,2,50,13,2,7
312,12816,33,2,572.2,19.73103448275862,4.413793103448276,128,27,2,80,13,3,9
313,12817,219,1,166.04000000000002,41.51,13.25,53,4,1,0,16,3,3
314,12818,199,1,1542.08,110.14857142857143,66.35714285714286,929,14,1,0,12,2,3
315,12820,12,2,388.23,15.529200000000001,14.52,363,25,2,251,11,0,9
316,12821,152,1,92.72,15.453333333333333,11.666666666666666,70,6,1,0,15,0,5
317,12822,8,2,948.88,20.627826086956528,11.956521739130435,550,41,2,16,13,1,9
318,12823,12,5,1759.5,351.9,46.0,230,1,5,221,7,2,9
319,12826,9,5,1052.6200000000001,15.255362318840579,12.376811594202898,854,54,5,293,12,3,9
